$id,ApplicationEndDate,ApplicationStartDate,CityCode,CityDescription,ContractorCode,ContractorDescription,GrantSize,HousingUnits,IsForAplicant,IsLotteryHeld,Linking,LotteryDate,LotteryNumber,LotteryWinFile,NeighborhoodName,Notes,PriceIndexCode,PriceIndexDate,PriceIndexDescription,PricePerUnit,ProcessCode,ProcessName,ProjectImageURLs,ProjectName,ProjectNumber,ProjectURL,RegulationsVersion,ResponsibilityCode,ResponsibilityDescription,StageCode,TargetHousingUnits,ApartmentNumber,ApartmentSize,ApartmentType,BalconySize,BuildingNumber,FloorNumber,InternetNotes,LotNumber,ParkingLotNumber,ParkingLots,PricePerProcess,RoomCode,RoomDescription,WarehouseNumber,WarehouseSize
12,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,11,138.75,,11.4,&1,1,,5,,1,1874587.0,5,5,,5.41
13,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,12,142.49,,6.99,&1,1,,5,,1,1916054.0,5,5,,7.46
14,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,13,136.19,,12.47,&1,2,,5,,1,1864095.0,5,5,,8.96
15,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,14,97.71,,8.5,&1,2,,5,,2,1335605.0,35,3.5,,
16,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,15,140.06,,8.5,&1,2,,5,,1,1892214.0,5,5,,7.75
17,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,16,137.49,,12.47,&1,2,,5,,1,1874856.0,5,5,,7.81
18,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,17,136.19,,7.94,&1,3,,5,,1,1858420.0,5,5,,11.25
19,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,18,97.71,,9.15,&1,3,,5,,2,1338103.0,35,3.5,,
20,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,19,140.06,,9.15,&1,3,,5,,1,1882721.0,5,5,,5.41
21,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,20,137.49,,7.94,&1,3,,5,,1,1845149.0,5,5,,5.41
22,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,21,136.19,,7.67,&1,4,,5,,1,1845648.0,5,5,,8.96
23,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,22,97.71,,7.0,&1,4,,5,,2,1329840.0,35,3.5,,
24,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,23,140.06,,7.0,&1,4,,5,,1,1882145.0,5,5,,6.91
25,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,24,137.49,,7.67,&1,4,,5,,1,1816390.0,5,5,,
26,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,25,131.01,,5.18,&1,5,,5,,1,1758448.0,5,5,,6.76
27,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,26,98.44,,15.53,&1,5,,5,,2,1371974.0,35,3.5,,
28,2016-12-05T00:00:00,2016-11-08T00:00:00,3000,ירושלים,511982910,גיא א דורון לוי הנדסה בנייה וה,0.0,140,False,True,,2016-12-13T11:10:32.88,146,VW4zbmk2RFdQbkdFM25QM09oVXZ4Zz09,רמת שלמה,"משרד הבינוי והשיכון מבקש להביא לידיעת הנרשמים להגרלה מס' 146 כי לאור אופייה של שכונת רמת שלמה, החליטה עיריית ירושלים ביום 5.11.2000, לסגור את כביש הגישה לשכונה משד' יגאל ידין, רח' שלמה זלמן דרוק, בשבתות ובמועדי ישראל. מצ""ב לשון החלטת מועצת עיריית ירושלים בעניין הסדרי התנועה בעיר בשבתות ובמועדי ישראל: ""בהמשך להחלטות קודמות ובהתאם לסמכות ראש העיר על פי תקנות התעבורה כרשות תמרור מקומית ובמסגרת כתב ההרשאה מיום ה-21.6.92 שניתן ע""י המפקח על התעבורה מחוזות ירושלים והדרום, ולאחר התייעצות עם קצין המשטרה וכן עם המפקח על התעבורה במחוזות ירושלים והדרום סומכת מועצת העירייה את ידה על ההחלטה לסגור את הרחוב הבא בשבתות ובמועדי ישראל: רח' שלמה זלמן דרוק (כביש הגישה לשכונת רמת שלמה משד' יגאל ידין)"".",2,2015-11-01T00:00:00,מדד תשומות הבנייה,12810.33,2,מחיר למשתכן,,רמת שלמה,43368,,eWJmRVRwK05VcEVjMEpjeVNldlkzdz09,2,"רמ""י",1,140,27,107.29,,15.53,&1,5,,5,,1,1459724.0,3,3,,
